Station,Date,Time,Cl-Tot,NH4N,NO2N,NO3N,O2-Dis,O2-Dis-Sat,TIP,TP,Station Identifier,Latitude,Longitude
IRL00054,2020-07-13,,,0.02001480624,0.009372839964,0.629545940856,9.5,97.0,0.01,0.01,SITE16,52.9062,-8.48302
IRL00054,2020-08-05,,,0.02001480624,0.005437448825,0.729473867976,9.1,95.0,0.01,0.052,SITE16,52.9062,-8.48302
IRL00054,2020-09-01,,,0.032023689984,0.004586282803,0.389718915768,9.1,93.0,0.011,0.046,SITE16,52.9062,-8.48302
IRL00054,2020-10-05,,,0.02001480624,0.035148149864,0.569589184584,9.9,94.0,0.012,0.027,SITE16,52.9062,-8.48302
IRL00054,2020-12-01,,,0.02001480624,0.006378738309,0.939322514928,11.3,96.0,0.016,0.032,SITE16,52.9062,-8.48302
IRL00054,2021-01-11,,,0.02001480624,0.004005487164,1.09920719832,9.6,98.0,0.014,0.025,SITE16,52.9062,-8.48302
IRL00054,2021-02-17,,,0.02001480624,,1.09920719832,12.8,103.0,0.012,0.022,SITE16,52.9062,-8.48302
IRL00054,2021-03-02,,,0.02001480624,0.004005487164,0.909344136792,12.2,101.0,0.011,0.026,SITE16,52.9062,-8.48302
IRL00054,2021-04-20,,,0.02001480624,0.010314129447,0.969300893064,11.1,104.0,0.01,0.017,SITE16,52.9062,-8.48302
IRL00054,2021-05-11,,,0.02001480624,0.008581756249,0.919336929504,10.5,98.0,0.01,0.015,SITE16,52.9062,-8.48302
IRL00054,2021-06-10,,,0.02001480624,0.004426063316,0.839394587808,9.7,98.0,0.01,0.01,SITE16,52.9062,-8.48302
IRL00054,2021-07-14,,,0.02001480624,0.010113855089,0.729473867976,9.2,96.0,0.01,0.011,SITE16,52.9062,-8.48302
IRL00054,2021-08-26,,,0.02001480624,0.014920439686,0.34974774492,10.8,122.0,0.01,0.013,SITE16,52.9062,-8.48302
IRL00054,2021-09-07,,,0.02001480624,0.01441975379,0.509632428312,9.0,97.0,0.01,0.01,SITE16,52.9062,-8.48302
IRL00054,2021-10-05,,,0.02001480624,0.005217147031,0.419697293904,10.4,100.0,0.01,0.017,SITE16,52.9062,-8.48302
IRL00054,2021-11-09,,,0.02001480624,0.004005487164,0.409704501192,10.3,93.0,0.011,0.027,SITE16,52.9062,-8.48302
IRL00054,2021-12-09,,,0.02001480624,0.004005487164,0.629545940856,10.8,93.0,0.013,0.018,SITE16,52.9062,-8.48302
IRL00055,2015-04-21,,,0.016,0.004,0.248,11.9,110.0,0.01,0.017,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2015-06-16,,,0.023,0.004,0.226,10.0,100.0,0.01,0.011,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2015-07-21,,,0.016,0.006,0.221,9.2,95.9,0.01,0.011,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2015-08-18,,,0.016,0.008,0.2,9.8,103.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2015-09-08,,,0.016,0.004,0.2,9.5,96.0,0.01,0.015,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2015-10-05,,,0.016,0.009,0.2,9.6,96.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2016-04-12,,,0.02,0.005,0.939,11.5,98.0,0.013,0.022,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2016-05-10,,,0.02,0.004,0.65,10.9,100.0,0.01,0.025,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2016-06-07,,,0.02,0.005,0.7,9.5,102.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2016-07-12,,,0.02,0.01,0.47,9.5,98.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2016-08-16,,,0.02,0.013,0.61,9.4,99.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2016-09-13,,,0.02,0.007,0.43,9.3,97.0,0.01,0.012,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2016-10-11,,,0.02,0.019,0.2,9.7,94.0,0.01,0.016,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2017-03-20,,,0.02,0.004,1.299,12.0,104.0,0.01,0.023,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2017-04-19,,,0.02,0.004,0.929,11.4,106.0,0.01,0.023,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2017-06-08,,,0.028,0.004,0.929,10.1,102.0,0.01,0.016,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2017-07-18,,,0.02,0.004,0.68,11.4,121.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2017-08-22,,,0.02,0.004,0.42,9.2,95.0,0.01,0.012,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2017-09-12,,,0.02,0.004,0.52,10.0,103.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2017-10-18,,,0.02,0.004,0.47,11.4,110.0,0.011,0.02,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2017-12-12,,,0.02,0.004,2.598,14.8,118.0,0.018,0.033,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-01-24,,,0.02001480624,0.004005487164,1.29906305256,,84.0,0.016,0.035,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-02-20,,,0.02001480624,0.004005487164,1.19913512544,,94.0,0.014,0.024,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-03-14,,,0.02001480624,0.004005487164,0.1998648836,,105.0,0.012,0.019,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-04-19,,,0.02001480624,0.005527572286,1.19913512544,,104.0,0.01,0.016,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-05-23,,,0.02001480624,0.004015500882,1.09920719832,,100.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-06-21,,,0.029021469048,0.005507544851,0.869372965944,,93.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-07-17,,,0.02001480624,0.015421125581,0.829401795096,,93.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-08-15,,,0.02001480624,0.008101097789,0.639538733568,,95.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-09-20,,,0.02001480624,0.007259945485,0.64953152628,,98.0,0.01,0.011,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-10-22,,,0.02001480624,0.022530865297,1.9985585424,,107.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-11-22,,,0.02001480624,0.005827983824,0.459668464752,,112.0,0.01,0.013,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2018-12-12,,,0.02001480624,0.004005487164,0.79942341696,,97.0,0.01,0.025,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2019-02-05,,,0.02001480624,0.004446090752,2.39827025088,10.8,105.0,0.014,0.022,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2019-04-16,,,0.02001480624,0.008651852274,1.69877476104,11.0,97.0,0.01,0.016,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2019-06-05,,,0.02001480624,0.023532237088,1.39899097968,9.7,94.0,0.01,0.011,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2019-07-16,,,0.0250185078,0.014219479432,1.09920719832,9.2,100.0,0.01,0.012,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2019-08-14,,,0.024017767488,0.013117970462,0.9992792712,9.2,97.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2019-09-10,,,0.02001480624,0.004005487164,0.64953152628,9.6,96.0,0.01,0.018,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2019-10-21,,,0.034025170608,0.012817558925,0.679509904416,9.8,90.0,0.018,0.026,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2019-12-03,,,0.02001480624,0.011215364059,1.19913512544,12.9,102.0,0.016,0.026,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2020-02-27,,,0.02001480624,0.004396022162,1.39899097968,12.1,97.0,0.013,0.028,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2020-06-03,,,0.022016286864,0.010213992268,0.889358551368,10.4,109.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2020-07-13,,,0.02001480624,0.009112483298,0.719481075264,9.8,101.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2020-08-05,,,0.02001480624,0.006328669719,0.79942341696,9.4,97.0,0.01,0.045,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2020-09-01,,,0.033024430296,0.011515775597,0.619553148144,9.2,95.0,0.011,0.014,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2020-10-05,,,0.02001480624,0.034146778073,0.609560355432,10.0,96.0,0.011,0.03,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2020-12-01,,,0.02001480624,0.007360082664,0.9992792712,11.5,99.0,0.017,0.032,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-01-11,,,0.02001480624,0.004005487164,1.19913512544,9.8,98.0,0.016,0.024,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-02-17,,,0.02001480624,,1.19913512544,12.7,102.0,0.012,0.023,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-03-02,,,0.02001480624,0.005187105877,1.19913512544,12.4,102.0,0.013,0.025,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-04-20,,,0.02001480624,0.010814815343,0.9992792712,11.4,102.0,0.01,0.017,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-05-11,,,0.02001480624,0.009162551888,0.969300893064,10.6,98.0,0.01,0.022,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-06-10,,,0.024017767488,0.004576269085,0.889358551368,9.9,98.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-07-14,,,0.02001480624,0.008751989453,0.779437831536,9.9,106.0,0.01,0.016,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-08-26,,,0.02001480624,0.01552126276,0.409704501192,10.5,114.0,0.01,0.011,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-09-07,,,0.024017767488,0.004005487164,0.59956756272,9.0,97.0,0.01,0.012,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-10-05,,,0.02001480624,0.006999588819,0.479654050176,9.5,94.0,0.01,0.01,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-11-09,,,0.02001480624,0.004005487164,0.4996396356,10.1,93.0,0.013,0.021,SITE17,52.86553000000001,-8.426839999999999
IRL00055,2021-12-09,,,0.02001480624,0.004005487164,0.669517111704,10.4,92.0,0.014,0.019,SITE17,52.86553000000001,-8.426839999999999
IRL00056,2015-04-01,,,0.016,0.004,,11.5,96.0,0.01,0.011,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2015-07-09,,,0.016,0.004,,10.9,110.0,0.01,0.013,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2015-08-05,,,0.016,0.004,,9.7,98.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2015-10-01,,,0.016,0.004,,10.1,96.0,0.01,0.012,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2016-04-27,,,0.02,0.004,0.36,11.7,104.0,0.01,0.018,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2016-06-30,,,0.02,0.004,0.2,9.3,100.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2016-08-04,,,0.02,0.004,0.2,8.4,88.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2016-10-04,,,0.02,0.004,0.2,10.2,96.0,0.01,0.011,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-01-18,,,0.02,0.004,0.23,11.6,90.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-02-15,,,0.02,0.004,0.21,12.0,91.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-03-14,,,0.02,0.004,0.45,11.1,93.0,0.01,0.016,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-05-16,,,0.02,0.004,0.2,8.9,88.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-06-14,,,0.02,0.007,0.2,9.0,91.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-07-18,,,0.02,0.004,0.2,8.7,96.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-08-03,,,0.02,0.004,0.2,9.1,96.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-09-12,,,0.02,0.004,0.2,8.8,87.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-10-04,,,0.02,0.004,0.2,9.7,90.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-11-01,,,0.061,0.004,0.2,9.8,89.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2017-11-28,,,0.092,0.004,0.22,8.9,70.0,0.01,0.013,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2018-04-05,,,0.02001480624,0.004005487164,0.539610806448,,77.0,0.01,0.014,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2018-06-26,,,0.02001480624,0.004005487164,0.1998648836,,128.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2018-08-23,,,0.02001480624,0.004005487164,0.1998648836,,86.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2018-10-30,,,0.02001480624,0.004005487164,0.1998648836,,87.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2019-04-02,,,0.02001480624,0.004005487164,0.559596391872,10.4,93.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2019-06-11,,,0.02001480624,0.0093928674,0.19985585424,10.9,106.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2019-08-07,,,0.02001480624,0.004005487164,0.19985585424,8.5,92.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2019-10-22,,,0.058042938096,0.005287243056,0.19985585424,9.1,81.0,0.01,0.014,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2020-01-23,,,0.0250185078,0.004005487164,0.64953152628,11.9,90.0,0.01,0.017,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2020-03-03,,,0.02001480624,0.004005487164,0.619553148144,11.6,89.0,0.01,0.016,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2020-03-23,,,0.02001480624,0.004005487164,0.569589184584,11.9,96.0,0.01,0.014,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2020-06-08,,,0.021015546552,0.004005487164,0.219841439664,9.3,92.0,0.012,0.011,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2020-07-06,,,0.023017027176,0.004005487164,0.19985585424,10.0,98.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2020-08-12,,,0.02001480624,0.004005487164,0.19985585424,10.4,115.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2020-09-12,,,0.02001480624,0.004005487164,0.19985585424,9.9,98.0,0.01,0.021,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2020-10-14,,,0.02001480624,0.004005487164,0.19985585424,10.9,96.0,0.01,0.019,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2020-12-08,,,0.0250185078,0.008521673941,0.459668464752,11.1,92.0,0.01,0.023,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2021-01-12,,,0.02001480624,0.00440603588,0.539610806448,13.0,107.0,0.01,0.016,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2021-02-17,,,0.02001480624,,0.2498198178,11.1,91.0,0.011,0.025,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2021-03-24,,,0.031022949672,0.004005487164,0.429690086616,10.8,107.0,0.01,0.014,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2021-04-13,,,0.02001480624,0.004005487164,0.429690086616,12.0,104.0,0.01,0.014,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2021-05-12,,,0.02001480624,0.004005487164,0.19985585424,11.3,111.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2021-06-14,,,0.024017767488,0.004005487164,0.19985585424,10.6,108.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2021-07-12,,,0.02001480624,0.004005487164,0.19985585424,9.8,105.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2021-08-16,,,0.02001480624,0.004005487164,0.19985585424,8.6,88.0,0.01,0.01,O'FLYNN STATION 20,53.76999,-8.63222
IRL00056,2021-11-22,,,0.038028131856,0.011015089701,0.19985585424,10.1,88.0,0.01,0.012,O'FLYNN STATION 20,53.76999,-8.63222
IRL00057,2015-01-27,,,0.076,0.004,0.028,12.5,97.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-02-25,,,0.052,0.004,0.1,12.5,96.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-03-18,,,0.027,0.004,0.1,12.2,97.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-04-15,,,0.016,0.004,0.028,11.8,103.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-05-23,,,0.016,0.004,0.009,10.9,102.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-06-18,,,0.016,0.004,0.01,10.3,103.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-07-22,,,0.016,0.004,0.01,9.6,98.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-08-17,,,0.016,0.004,0.01,10.3,106.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-09-16,,,0.016,0.004,0.01,9.8,96.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-10-13,,,0.016,0.004,0.01,10.4,99.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-11-22,,,0.018,0.004,0.007,10.8,92.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2015-12-14,,,0.032,0.004,0.016,11.5,94.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-01-20,,,0.054,0.004,0.2,12.5,98.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-02-11,,,0.039,0.004,0.2,12.2,98.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-03-21,,,0.02,0.004,0.2,13.4,110.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-04-25,,,0.02,0.004,0.2,11.7,103.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-05-16,,,0.02,0.004,0.2,10.6,104.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-06-20,,,0.027,0.004,0.2,9.6,100.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-07-12,,,0.02,0.004,0.2,9.9,101.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-08-18,,,0.028,0.004,0.2,9.8,103.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-09-13,,,0.025,0.004,0.2,9.2,95.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-10-18,,,0.032,0.004,0.2,10.4,96.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2016-11-17,,,0.035,0.004,0.2,11.2,99.0,0.01,0.015,B,53.58436,-7.40568
IRL00057,2016-12-13,,,0.045,0.004,0.2,11.9,98.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2017-01-16,,,0.052,0.004,0.2,12.5,98.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2017-02-20,,,0.048,0.004,0.2,12.5,101.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2017-03-13,,,0.037,0.004,0.2,12.4,101.0,0.013,0.01,B,53.58436,-7.40568
IRL00057,2018-05-23,,,0.028020728736,0.004005487164,0.1998648836,,94.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2018-06-19,,,0.024017767488,0.004005487164,0.1998648836,,83.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2018-08-08,,,0.02001480624,0.004005487164,0.1998648836,,89.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2018-09-11,,,0.02001480624,0.004005487164,0.1998648836,,80.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2018-10-04,,,0.02001480624,0.004005487164,0.1998648836,,83.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2018-11-07,,,0.023017027176,0.004005487164,0.1998648836,,78.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2018-12-12,,,0.062045899344,0.004005487164,0.1998648836,,78.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2019-06-24,,,0.02001480624,0.004005487164,0.19985585424,10.3,104.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2019-07-25,,,0.02001480624,0.004005487164,0.19985585424,9.1,101.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2019-08-27,,,0.02001480624,0.004005487164,0.19985585424,9.5,99.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2019-09-24,,,0.02001480624,0.004005487164,0.19985585424,9.5,94.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2019-10-30,,,0.027019988424,0.004005487164,0.19985585424,10.5,92.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2019-11-18,,,0.028020728736,0.004005487164,0.19985585424,11.6,94.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2019-12-10,,,0.047034794664,0.004005487164,0.19985585424,11.7,99.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2020-01-14,,,0.06004441872,0.004005487164,0.19985585424,11.8,101.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2020-02-13,,,0.054039976848,0.004005487164,0.19985585424,12.0,96.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2020-03-19,,,0.042031093104,0.004005487164,0.209848646952,12.2,100.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2020-05-12,,,0.02001480624,0.004005487164,0.19985585424,10.4,105.0,0.01,0.018,B,53.58436,-7.40568
IRL00057,2020-06-09,,,0.041030352792,0.004005487164,0.19985585424,10.1,100.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2020-07-23,,,0.02001480624,0.004005487164,0.19985585424,9.5,106.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2020-09-15,,,0.02001480624,0.004005487164,0.19985585424,9.0,102.0,0.01,0.019,B,53.58436,-7.40568
IRL00057,2020-10-07,,,0.024017767488,0.004005487164,0.19985585424,8.8,95.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2020-11-16,,,0.033024430296,0.004005487164,0.19985585424,10.8,94.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2020-12-08,,,0.04002961248,0.004005487164,0.19985585424,12.4,99.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-01-19,,,0.06004441872,0.004005487164,0.19985585424,13.0,102.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-02-15,,,0.056041457472,0.004005487164,0.19985585424,13.6,104.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-03-15,,,0.048035534976,0.004005487164,0.239827025088,12.5,102.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-04-20,,,0.02001480624,0.004005487164,0.19985585424,12.3,109.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-05-17,,,0.02001480624,0.004005487164,0.19985585424,11.1,105.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-06-28,,,0.02001480624,0.004005487164,0.19985585424,10.2,105.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-07-13,,,0.02001480624,0.004005487164,0.19985585424,9.99,106.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-08-17,,,0.02001480624,0.004005487164,0.19985585424,9.5,98.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-09-13,,,0.02001480624,0.004005487164,0.19985585424,10.1,107.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-10-12,,,0.0250185078,0.004005487164,0.19985585424,10.0,96.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-11-15,,,0.028020728736,0.004005487164,0.19985585424,11.0,99.0,0.01,0.01,B,53.58436,-7.40568
IRL00057,2021-12-20,,,0.067049600904,0.004005487164,0.19985585424,12.4,98.0,0.01,0.01,B,53.58436,-7.40568
IRL00058,2015-01-27,,,0.078,0.004,0.033,12.4,97.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-02-25,,,0.054,0.004,0.035,12.3,94.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-03-18,,,0.029,0.004,0.038,12.2,97.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-04-15,,,0.016,0.004,0.028,12.0,104.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-05-23,,,0.016,0.004,0.01,11.0,103.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-06-18,,,0.016,0.004,0.01,10.5,105.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-07-22,,,0.016,0.004,0.01,9.5,97.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-08-17,,,0.016,0.004,0.01,10.0,102.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-09-16,,,0.016,0.004,0.01,9.5,93.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-10-13,,,0.016,0.004,0.01,10.2,97.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-11-22,,,0.02,0.004,0.01,10.7,91.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2015-12-14,,,0.027,0.004,0.014,11.5,95.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2016-01-20,,,0.048,0.004,0.2,12.2,95.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2016-02-11,,,0.04,0.004,0.2,12.0,97.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2016-03-21,,,0.02,0.004,0.2,12.9,106.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2016-04-25,,,0.02,0.004,0.2,12.0,106.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2016-05-16,,,0.02,0.004,0.2,10.4,99.0,0.01,0.014,C,53.57303,-7.38592
IRL00058,2016-06-20,,,0.025,0.004,0.2,9.5,99.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2016-07-12,,,0.02,0.004,0.2,9.8,100.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2016-08-18,,,0.022,0.004,0.2,9.7,102.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2016-09-13,,,0.02,0.004,0.2,9.4,97.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2016-10-18,,,0.031,0.004,0.2,10.6,98.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2016-11-17,,,0.034,0.004,0.2,11.3,100.0,0.01,0.011,C,53.57303,-7.38592
IRL00058,2016-12-13,,,0.047,0.004,0.23,11.9,98.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2017-01-16,,,0.054,0.004,0.2,12.5,97.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2017-02-20,,,0.049,0.004,0.2,12.5,101.0,0.01,0.01,C,53.57303,-7.38592
IRL00058,2017-03-13,,,0.047,0.004,0.2,12.3,100.0,0.01,0.01,C,53.57303,-7.38592
